"last_name, first_name","player_id","year","xwoba","exit_velocity_avg","launch_angle_avg","hard_hit_percent","sprint_speed",""
"Utley, Chase","400284","2018",".289","87.7","17.2",32.5,"27.2",
"Pujols, Albert","405395","2018",".327","90","14.1",40.9,"22.2",
"Mauer, Joe","408045","2018",".354","91.1","4.4",44.3,"26.0",
"Cabrera, Miguel","408234","2018",".373","94.4","7.3",54.6,"23.9",
"Gonzalez, Adrian","408236","2018",".323","88.9","11.6",38,"24.3",
"Reyes, Jose","408314","2018",".272","85.4","12.7",24.3,"27.5",
"Mathis, Jeff","425772","2018",".244","87.6","15.4",34.1,"25.7",
"Choo, Shin-Soo","425783","2018",".362","89.3","6.1",40.5,"26.0",
"Molina, Yadier","425877","2018",".329","88.2","15.4",33.8,"22.8",
"Cano, Robinson","429664","2018",".376","93","8.2",51.5,"24.4",
"Encarnacion, Edwin","429665","2018",".356","89.9","18",41.4,"24.3",
"Bautista, Jose","430832","2018",".337","90.8","19.8",43.3,"25.5",
"Jones, Adam","430945","2018",".311","88.3","13.2",33.1,"26.7",
"Martin, Russell","431145","2018",".308","90.6","10.1",43,"25.5",
"Granderson, Curtis","434158","2018",".342","88.7","16.9",34.3,"26.8",
"Davis, Rajai","434658","2018",".259","84.2","9.6",27,"29.2",
"Ramirez, Hanley","434670","2018",".326","91.9","11.5",47.9,"25.7",
"Morales, Kendrys","434778","2018",".373","92.3","10",52.6,"23.4",
"Kendrick III, Howie","435062","2018",".312","90.2","7.9",44.4,"26.3",
"Wilson, Bobby","435064","2018",".227","80.9","11",22.5,"23.7",
"Kinsler, Ian","435079","2018",".301","85.3","17.7",26.2,"26.6",
"McCann, Brian","435263","2018",".284","86.3","23.6",26.5,"22.7",
"Walker, Neil","435522","2018",".331","88.1","13.7",33.3,"26.6",
"Suzuki, Kurt","435559","2018",".327","87.2","18.4",35,"25.6",
"Desmond, Ian","435622","2018",".303","90.1","0.1",43.2,"28.1",
"Cruz Jr., Nelson","443558","2018",".396","93.9","12.8",51.7,"24.9",
"Trumbo, Mark","444432","2018",".335","92.8","10.4",48.6,"26.2",
"Peralta, David","444482","2018",".350","91.5","6.7",46.3,"27.3",
"Pina, Manny","444489","2018",".302","84.9","13.9",26.6,"25.0",
"Escobar, Alcides","444876","2018",".274","84.6","10.6",21.5,"27.6",
"Jay, Jon","445055","2018",".293","85.1","4.2",21.4,"26.0",
"Prado, Martin","445988","2018",".282","87.5","9.3",26.1,"25.9",
"Duda, Lucas","446263","2018",".331","89.5","19.6",36.7,"24.9",
"Wieters, Matt","446308","2018",".310","87.1","18.5",33.3,"24.3",
"Longoria, Evan","446334","2018",".310","88.5","13.6",37.2,"26.9",
"Cozart, Zack","446359","2018",".295","85.6","17.4",27.7,"26.7",
"Guyer, Brandon","446386","2018",".295","85.4","16.2",31.3,"28.0",
"Rodriguez, Sean","446481","2018",".268","88.2","20.3",29.2,"26.7",
"Reynolds, Mark","448602","2018",".317","89","18.3",39.3,"24.4",
"Davis, Chris","448801","2018",".272","89.3","15.1",40.1,"25.5",
"Zobrist, Ben","450314","2018",".333","89.9","9",38.7,"26.7",
"Adduci, James","451192","2018",".253","85.9","11.2",26.1,"28.6",
"Fowler, Dexter","451594","2018",".275","85.3","12.6",28,"27.4",
"Flowers, Tyler","452095","2018",".335","90","12.9",44.6,"25.2",
"Pence, Hunter","452254","2018",".263","88.2","6.1",33.7,"28.2",
"Span, Denard","452655","2018",".335","87.2","13.3",29.6,"27.7",
"Cabrera, Asdrubal","452678","2018",".320","90","14.6",39.3,"25.4",
"Blackmon, Charlie","453568","2018",".346","87.5","12",35.2,"27.6",
"Blanco, Gregor","453923","2018",".263","84.6","15.1",23.5,"28.5",
"Frazier, Todd","453943","2018",".303","89.6","18.7",37,"25.7",
"Ellis, A.J.","454560","2018",".321","90.4","12.5",39.5,"24.1",
"Iannetta, Chris","455104","2018",".331","92","13.6",43.7,"25.3",
"Maldonado, Martin","455117","2018",".257","85.7","14.7",26.5,"24.0",
"Chirinos, Robinson","455139","2018",".319","88","21.9",39.6,"25.3",
"Young, Chris","455759","2018",".265","83.8","25.5",28.6,"27.2",
"Markakis, Nick","455976","2018",".345","90.6","10.1",41.6,"26.4",
"Castillo, Welington","456078","2018",".322","90.4","15.5",46.8,"23.7",
"Kratz, Erik","456124","2018",".285","89.8","12.9",39.2,"24.7",
"Nunez, Eduardo","456488","2018",".280","88.3","9.4",35.7,"27.5",
"Pearce, Steve","456665","2018",".393","89.3","11.8",39.2,"26.2",
"Cain, Lorenzo","456715","2018",".342","89.1","4.9",40.5,"28.6",
"McCutchen, Andrew","457705","2018",".360","90","13.4",41.9,"28.7",
"Jackson, Austin","457706","2018",".246","87","11.1",32.4,"27.5",
"Upton, Justin","457708","2018",".354","90.7","11.9",47.4,"27.9",
"Maybin, Cameron","457727","2018",".315","86.7","7.9",33.1,"28.6",
"Turner, Justin","457759","2018",".381","89.1","18.3",36.7,"26.6",
"Posey III, Buster","457763","2018",".336","89.1","10.3",34.9,"24.7",
"Bruce, Jay","457803","2018",".338","88.4","21.4",34.8,"25.5",
"Votto, Joey","458015","2018",".391","88.1","13.4",35.1,"25.3",
"Gardner, Brett","458731","2018",".293","88","9.4",32.9,"29.2",
"Young Jr., Eric","458913","2018",".261","85","2.8",24.4,"29.0",
"Joyce, Matt","459964","2018",".326","87.4","14.8",31.8,"26.1",
"Hundley, Nick","460026","2018",".309","88.9","15.6",39.6,"25.6",
"Braun, Ryan","460075","2018",".368","92.3","6.4",49.5,"26.8",
"Butera, Drew","460077","2018",".241","86.5","18.4",26.2,"24.9",
"Gordon, Alex","460086","2018",".329","88.5","10.9",39.7,"25.5",
"Gomez, Carlos","460576","2018",".293","87.1","19.8",29.3,"28.0",
"Kemp, Matt","461314","2018",".359","89.6","15.8",39.1,"26.3",
"Romine, Andrew","461865","2018",".242","81.1","11.2",16.7,"27.3",
"Andrus, Elvis","462101","2018",".285","87.2","8.7",30.5,"27.0",
"Cervelli, Francisco","465041","2018",".346","88.8","16.3",39.8,"25.8",
"Cabrera, Melky","466320","2018",".330","90.7","9.1",41.7,"26.0",
"Sandoval, Pablo","467055","2018",".303","89.6","9.7",36.9,"25.0",
"Ramos, Wilson","467092","2018",".328","91.3","4.5",48.2,"22.7",
"Santana, Carlos","467793","2018",".347","88.9","15.4",39.1,"26.0",
"Parra, Gerardo","467827","2018",".306","86.8","9.2",26.6,"26.5",
"Gonzalez, Carlos","471865","2018",".300","89.7","9",39.1,"27.5",
"Valbuena, Luis","472528","2018",".258","89.7","18.2",41.3,"24.0",
"Mercer, Jordy","474568","2018",".310","87.6","13.1",31.8,"27.6",
"Belt, Brandon","474832","2018",".351","87","23.3",31.6,"25.9",
"Alonso, Yonder","475174","2018",".331","87.8","15.7",37.5,"23.3",
"Flaherty, Ryan","475247","2018",".273","87.8","0.3",28.1,"26.6",
"Smoak, Justin","475253","2018",".337","89.5","15",42.5,"23.7",
"Zimmerman, Ryan","475582","2018",".370","92.6","7.1",52.8,"26.8",
"Lowrie, Jed","476704","2018",".327","89.2","17.4",37.9,"26.6",
"Alvarez, Pedro","476883","2018",".331","90.6","12.2",44,"26.1",
"Avila, Alex","488671","2018",".310","89.7","8.6",46.2,"23.7",
"Brantley Jr., Michael","488726","2018",".357","90.2","9.5",38.4,"26.0",
"d'Arnaud, Chase","488818","2018",".252","89","20.9",34.5,"28.1",
"Morrison, Logan","489149","2018",".343","88.7","20.5",38.2,"26.3",
"Hernandez, Gorkys","491676","2018",".301","87.5","12.6",35.8,"28.5",
"Sucre, Jesus","491696","2018",".238","85.9","11.3",24.5,"22.8",
"Cespedes, Yoenis","493316","2018",".290","90.8","19.7",46.2,"27.4",
"Gurriel, Yuli","493329","2018",".290","89.3","11.5",36.6,"27.6",
"Rodriguez, Ronny","500135","2018",".259","86","13.1",31.2,"28.0",
"Solarte, Yangervis","500208","2018",".301","87.1","14.1",32,"24.7",
"Rojas, Miguel","500743","2018",".293","84.7","9.3",23.8,"26.5",
"Escobar, Eduardo","500871","2018",".323","86.5","18.9",27.6,"27.9",
"Martinez, Jose","500874","2018",".378","91","8.1",44.6,"26.5",
"Adrianza, Ehire","501303","2018",".281","86.6","16.4",30.6,"26.9",
"Almonte, Abraham","501659","2018",".323","89.8","8.1",37,"28.2",
"Freese, David","501896","2018",".359","90.3","7.3",45,"26.4",
"Davis, Khris","501981","2018",".376","92.5","18.1",48.1,"26.1",
"Pham, Tommy","502054","2018",".376","93","6.6",49.9,"28.7",
"Martinez, J.D.","502110","2018",".418","93","10.8",52.7,"26.7",
"Valencia, Danny","502143","2018",".346","90.7","9.2",41,"26.5",
"Reddick, Josh","502210","2018",".298","85.6","18.2",27,"27.7",
"Gentry, Craig","502226","2018",".284","83.9","9.6",21.4,"29.0",
"Dyson, Jarrod","502481","2018",".286","85.3","11",19.3,"29.0",
"Murphy, Daniel","502517","2018",".343","87.6","16.2",29,"25.5",
"Goldschmidt, Paul","502671","2018",".384","90.8","15.7",44,"26.8",
"Gonzalez, Marwin","503556","2018",".321","89.1","11.3",41.5,"26.4",
"Leon, Sandy","506702","2018",".233","84.7","17",25.8,"23.9",
"Pena, Francisco","506747","2018",".207","85.5","7.2",27.2,"23.1",
"Altuve, Jose","514888","2018",".352","87.2","10.1",33.8,"28.1",
"Hernandez, Cesar","514917","2018",".316","85.8","11.5",28.6,"29.2",
"Segura, Jean","516416","2018",".310","87.7","7.8",32.3,"27.9",
"Arcia, Francisco","516472","2018",".233","82.6","11.2",19.7,"24.6",
"Castro, Starlin","516770","2018",".311","88.5","8.4",36.2,"27.4",
"Marte, Starling","516782","2018",".335","88.4","8.9",38.8,"28.6",
"Pirela, Jose","517369","2018",".292","89","4.7",37.4,"28.6",
"Culberson, Charlie","518586","2018",".268","85.2","8.5",30.7,"28.4",
"Descalso, Daniel","518614","2018",".332","89","19.1",35.2,"26.8",
"Dietrich, Derek","518618","2018",".303","87.4","15.8",37.8,"26.8",
"Donaldson, Josh","518626","2018",".331","90.2","11.6",41.4,"25.2",
"Freeman, Freddie","518692","2018",".388","89.1","14.5",39.8,"26.7",
"Grandal, Yasmani","518735","2018",".337","88.9","14.1",40.4,"24.5",
"Heyward, Jason","518792","2018",".319","88.3","9.6",38.8,"27.6",
"LeMahieu, DJ","518934","2018",".326","91.3","5.9",43.2,"27.2",
"Lucroy, Jonathan","518960","2018",".289","86.9","13.5",27.5,"25.0",
"Mesoraco, Devin","519023","2018",".290","86.6","20.6",28.5,"25.6",
"Moreland, Mitch","519048","2018",".354","91","11.5",44.8,"25.2",
"Moustakas, Mike","519058","2018",".336","89.5","19.9",39.1,"25.7",
"Rizzo, Anthony","519203","2018",".367","90.1","14.7",40.6,"25.6",
"Romine, Austin","519222","2018",".285","88.6","9.6",38,"26.4",
"Sogard, Eric","519299","2018",".262","85.1","15.7",23.7,"26.7",
"Souza Jr., Steven","519306","2018",".314","88.7","16.2",39.8,"28.2",
"Stanton, Giancarlo","519317","2018",".345","93.7","11.7",50.8,"27.8",
"Thames, Eric","519346","2018",".315","91","19.3",43.3,"27.0",
"Galvis, Freddy","520471","2018",".273","88.6","13.7",28.9,"26.8",
"Perez, Salvador","521692","2018",".334","91.3","18",47.5,"25.0",
"Forsythe, Logan","523253","2018",".274","87.3","10.4",29.8,"27.3",
"Flores, Wilmer","527038","2018",".297","86.4","17.4",27.3,"25.7",
"Marte, Jefry","527043","2018",".285","88.2","6.1",36.6,"26.7",
"LaMarre, Ryan","534606","2018",".271","87.8","11.4",33.9,"28.4",
"Garcia, Avisail","541645","2018",".328","90.3","9.6",43.2,"28.9",
"Perez, Hernan","541650","2018",".285","87.9","11.5",32.5,"28.0",
"Inciarte, Ender","542255","2018",".296","84.9","10.9",18.7,"27.9",
"Ozuna, Marcell","542303","2018",".358","91.5","10.8",45.1,"27.8",
"Villar, Jonathan","542340","2018",".288","88.5","3.2",36,"27.7",
"Ortega, Rafael","542364","2018",".289","84.9","12.8",22.7,"27.9",
"Aguilar, Jesus","542583","2018",".356","89.8","16.2",42.9,"24.6",
"Beckham, Tim","542921","2018",".292","87.1","9.8",35.3,"27.2",
"Crawford, Brandon","543063","2018",".305","87.5","11.3",33.3,"25.7",
"Cron, C.J.","543068","2018",".345","88","15.2",36.6,"26.3",
"Gomes, Yan","543228","2018",".322","88.9","18.7",38.7,"26.9",
"Grossman, Robbie","543257","2018",".316","87.1","15.1",28.4,"27.8",
"Harrison, Josh","543281","2018",".276","85.9","15.7",26.1,"27.1",
"Hicks, Aaron","543305","2018",".372","89.7","13.2",43,"28.1",
"Hicks, John","543308","2018",".282","87.9","14.6",34.5,"26.5",
"Hosmer, Eric","543333","2018",".302","88.7","-1.5",38.2,"26.2",
"Joseph, Caleb","543376","2018",".253","85.1","13",29.4,"26.4",
"Kipnis, Jason","543401","2018",".318","86.9","17.8",31.6,"26.9",
"Mahtook, Mikie","543484","2018",".286","87.9","12.4",35,"28.6",
"McCann, James","543510","2018",".285","87.8","16.2",37.4,"25.8",
"Miller, Brad","543543","2018",".310","91.1","11.2",49,"27.8",
"Rendon, Anthony","543685","2018",".384","90.7","17.9",44.8,"27.3",
"Semien, Marcus","543760","2018",".305","86.8","15.5",32.1,"28.3",
"Shaw, Travis","543768","2018",".350","88.9","16.9",38.3,"26.7",
"Shuck, JB","543776","2018",".249","84.6","7",24.8,"29.5",
"Springer III, George","543807","2018",".346","88.6","9.5",37.4,"27.7",
"Strange-Gordon, Dee","543829","2018",".272","83.2","5.8",12.5,"29.0",
"Vazquez, Christian","543877","2018",".281","87.4","13",29,"25.3",
"Wong, Kolten","543939","2018",".295","87.6","9.1",30.9,"27.7",
"Gregorius, Didi","544369","2018",".318","87","16",30.8,"28.0",
"Garcia, Leury","544725","2018",".282","88","6.8",31.6,"28.6",
"Grichuk, Randal","545341","2018",".337","90.7","18.7",43.4,"28.3",
"Marisnick, Jake","545350","2018",".269","86.7","19.5",31.3,"29.3",
"Stassi, Max","545358","2018",".303","89.9","5.8",45.6,"25.8",
"Trout, Mike","545361","2018",".434","91.2","18.6",46.2,"29.3",
"Herrera, Odubel","546318","2018",".286","86.7","13.2",31.9,"26.6",
"Almora Jr., Albert","546991","2018",".275","86.6","8.3",27.4,"27.9",
"Delmonico, Nicky","547170","2018",".286","86.8","14.6",34.6,"27.2",
"Wolters, Tony","547172","2018",".273","85","4.9",21.9,"26.0",
"Harper, Bryce","547180","2018",".391","91","14.4",45.4,"27.6",
"Perez, Roberto","547379","2018",".264","90.8","8.3",42.6,"24.6",
"Martin, Leonys","547982","2018",".357","89.1","18.3",38.7,"27.5",
"Abreu, Jose","547989","2018",".356","91.3","12.2",45.2,"26.7",
"Diaz, Elias","553869","2018",".341","89.6","10.4",40.5,"26.6",
"Narvaez, Omar","553882","2018",".321","85.6","12.9",25.3,"25.1",
"Machado, Dixon","553988","2018",".280","85.7","11",25.7,"27.7",
"Suarez, Eugenio","553993","2018",".373","91.2","14.8",45.6,"26.2",
"Polanco, Gregory","570256","2018",".339","88.9","20.1",37.8,"27.8",
"Santana, Domingo","570267","2018",".297","89.1","11.7",39.7,"26.8",
"Gonzalez, Erik","570481","2018",".279","89.7","3.2",43,"27.5",
"Sanchez, Yolmer","570560","2018",".289","86.7","9.3",28.3,"28.1",
"Schoop, Jonathan","570731","2018",".267","86.4","11.5",30.6,"27.5",
"Villanueva, Christian","570799","2018",".300","86.7","20.8",31.3,"25.6",
"Adams, Matt","571431","2018",".330","88.7","19",39.9,"25.9",
"Altherr, Aaron","571437","2018",".317","90.4","10.2",45.8,"29.0",
"Arenado, Nolan","571448","2018",".353","89.8","15.3",40.5,"25.7",
"Barnhart, Tucker","571466","2018",".301","87.1","12.4",30.3,"25.0",
"Bour, Justin","571506","2018",".325","88.9","9.9",39,"23.7",
"Cuevas, Noel","571595","2018",".245","86.4","11.2",27,"28.6",
"Davidson, Matt","571602","2018",".322","90","13.8",42.3,"25.7",
"Freitas, David","571679","2018",".299","90.6","10.5",35.3,"25.1",
"Gennett, Scooter","571697","2018",".311","87.3","14",32.3,"26.4",
"Goodwin, Brian","571718","2018",".307","88.6","12.3",38.5,"27.6",
"Hamilton, Billy","571740","2018",".256","80.5","15.3",8.5,"30.1",
"Haniger, Mitch","571745","2018",".370","90.2","12.7",43.2,"27.8",
"Hernandez, Enrique","571771","2018",".333","89.1","16.5",37,"27.7",
"Holt, Brock","571788","2018",".330","87.9","6.8",30.8,"26.4",
"Kieboom, Spencer","571851","2018",".273","84.7","12.4",20.4,"24.9",
"Lamb, Jake","571875","2018",".310","88.2","5",37.9,"27.0",
"Maile, Luke","571912","2018",".289","89.3","11.1",43.1,"25.9",
"Muncy, Max","571970","2018",".397","90.3","18.3",46.4,"27.6",
"Murphy, John Ryan","571974","2018",".257","87","22.3",31.4,"27.3",
"Myers, Wil","571976","2018",".342","90.5","9.4",45.7,"28.1",
"Naquin, Tyler","571980","2018",".312","89","6.3",38.9,"27.4",
"Owings, Chris","572008","2018",".289","87.8","13.4",33.7,"28.3",
"Phegley, Josh","572033","2018",".209","84.9","14.4",22.1,"26.1",
"Piscotty, Stephen","572039","2018",".356","88.5","13.2",38.7,"26.7",
"Pollock, AJ","572041","2018",".334","89.2","13.5",40.6,"28.2",
"Rickard, Joey","572073","2018",".265","85.2","18.3",20.3,"28.3",
"Seager, Kyle","572122","2018",".305","89.8","18.5",39.6,"25.8",
"Taylor, Michael A.","572191","2018",".269","88.5","8.1",34.3,"29.0",
"Thompson, Trayce","572204","2018",".204","85.6","18.7",32.5,"27.9",
"Voit III, Luke","572228","2018",".437","93","15.3",54,"26.3",
"Zunino, Mike","572287","2018",".297","89.5","18",44.9,"26.0",
"Goins, Ryan","572365","2018",".222","87","6.5",26.4,"26.4",
"Carpenter, Matt","572761","2018",".389","90.7","21.6",44.7,"26.5",
"Dickerson, Corey","572816","2018",".330","87.9","15.1",32.4,"27.9",
"Dozier, Brian","572821","2018",".288","86.8","17.5",29.4,"26.8",
"Saladino, Tyler","573135","2018",".313","91.3","17",43.2,"28.5",
"Contreras, Willson","575929","2018",".303","88.2","8",33.3,"27.6",
"Gyorko, Jedd","576397","2018",".316","87.3","15.2",31.7,"25.1",
"Iglesias, Jose","578428","2018",".280","84.8","12.1",22.6,"28.0",
"Travis, Devon","581527","2018",".310","88.4","7.8",37.8,"27.0",
"Hechavarria, Adeiny","588751","2018",".275","87.2","13.6",33.6,"27.0",
"Torreyes, Ronald","591720","2018",".244","81.8","10.4",9.5,"28.0",
"Osuna, Jose","591741","2018",".280","89","9.7",36.5,"27.4",
"Austin, Tyler","592122","2018",".336","89","15.1",44.1,"27.3",
"Bryant, Kris","592178","2018",".347","85.8","17.8",33.5,"28.0",
"Canha, Mark","592192","2018",".338","87","15.5",34.8,"27.6",
"Casali, Curt","592200","2018",".313","86.9","14.4",30.9,"24.5",
"Castellanos, Nick","592206","2018",".374","89.6","15.2",40.7,"27.8",
"Cowart, Kaleb","592230","2018",".215","86.9","21.8",30.4,"26.8",
"DeShields, Delino","592261","2018",".259","84.3","7.9",14,"30.0",
"Gamel, Ben","592325","2018",".311","88.7","7.2",33.5,"28.3",
"Goodrum, Niko","592348","2018",".311","88","11.1",35.4,"29.2",
"Healy, Ryon","592387","2018",".322","89.6","12.3",41.6,"26.1",
"Holaday, Bryan","592407","2018",".228","83.6","15",17.6,"25.1",
"Jones, JaCoby","592444","2018",".289","88.8","12.7",35.5,"29.1",
"Judge, Aaron","592450","2018",".393","94.7","12.4",54.1,"28.1",
"Machado, Manny","592518","2018",".369","91.6","14.4",48.2,"26.1",
"Moran, Colin","592567","2018",".327","88.2","10.7",35.9,"25.2",
"Pederson, Joc","592626","2018",".329","91.5","15.8",40.6,"26.2",
"Realmuto, J.T.","592663","2018",".351","88.9","14.5",41.2,"28.7",
"Renfroe, Hunter","592669","2018",".325","89.9","18.4",43.6,"27.3",
"Rivera, Yadiel","592680","2018",".247","89.7","3.5",28.1,"29.2",
"Robinson, Drew","592685","2018",".268","88.4","13.1",36.5,"27.4",
"Rosario, Eddie","592696","2018",".302","87.7","17.8",34.2,"28.0",
"Simmons, Andrelton","592743","2018",".316","88.2","7.8",36.3,"27.1",
"Williams, Mason","592863","2018",".282","87.8","9.8",34.4,"27.7",
"Yelich, Christian","592885","2018",".412","92.6","5",50.8,"28.6",
"Merrifield, Whit","593160","2018",".343","87","16.9",31.2,"29.1",
"Bogaerts, Xander","593428","2018",".363","90.6","12.6",41.8,"27.9",
"Bonifacio, Jorge","593528","2018",".311","85.9","19.3",28.7,"28.2",
"Hanson, Alen","593700","2018",".243","84.1","13.8",21.9,"28.5",
"Polanco, Jorge","593871","2018",".301","85.8","17.8",28.3,"28.4",
"Sano, Miguel","593934","2018",".273","90.3","12.6",44.8,"26.8",
"Briceno, Jose","593993","2018",".301","86.6","10.3",34.9,"26.5",
"Herrera, Rosell","594011","2018",".283","87.3","2.4",32.6,"28.5",
"Difo, Wilmer","594694","2018",".281","83.1","12.8",19,"28.6",
"Calhoun, Kole","594777","2018",".332","90.4","12.1",43.1,"26.1",
"Duvall, Adam","594807","2018",".318","89","22.6",41.6,"28.0",
"Eaton, Adam","594809","2018",".336","87.7","9",30.4,"27.5",
"Garcia, Greg","594824","2018",".288","84.3","11.8",25.2,"27.5",
"Gattis, Evan","594828","2018",".298","87.6","17.8",34.4,"26.7",
"Palka, Daniel","594953","2018",".312","92.3","11.6",49,"26.6",
"Schebler, Scott","594988","2018",".349","90.2","8.7",42.8,"27.8",
"Kiermaier, Kevin","595281","2018",".269","86","7.5",29,"29.0",
"Knapp, Andrew","595284","2018",".288","88.4","13.5",39.5,"26.9",
"Riddle, JT","595375","2018",".291","87.6","7.9",29,"27.8",
"Alfaro, Jorge","595751","2018",".298","91.7","8.4",44.2,"28.3",
"Profar, Jurickson","595777","2018",".323","87.3","12.4",31.8,"27.6",
"Baez, Javier","595879","2018",".344","90.6","9.6",43.3,"28.9",
"Bird, Greg","595885","2018",".298","87.9","19.6",33.3,"25.1",
"Cave, Jake","595909","2018",".340","89.2","10.5",38.2,"27.8",
"Hedges, Austin","595978","2018",".260","85.6","16.1",29.9,"25.9",
"Lindor, Francisco","596019","2018",".375","90.6","14.7",41,"28.4",
"Odor, Rougned","596059","2018",".318","90.7","13.9",38.7,"28.2",
"Slater, Austin","596103","2018",".264","87.3","2.6",35.1,"28.0",
"Story, Trevor","596115","2018",".358","91","15.9",46.2,"29.7",
"Swihart, Blake","596119","2018",".266","86","13.9",26.7,"27.2",
"Vogelbach, Daniel","596129","2018",".362","92.4","10.1",52.5,"25.8",
"Sanchez, Gary","596142","2018",".343","90.3","14.2",41.6,"25.8",
"Cuthbert, Cheslor","596144","2018",".293","89.1","13",34.6,"26.9",
